fact_ids,format,module,batch
PROV-TOP-088,scale_shock,provincie,batch-023
INKOOP-TOP-084,concentration,inkoop,batch-023
INKOOP-TOP-087,category_reveal,inkoop,batch-023
GEM-TOP-099,curiosity,gemeente,batch-023
PUB-SRC-019,concentration,publiek,batch-023
GEM-TOP-098,curiosity,gemeente,batch-023
INSTR-TOP-088;INSTR-TOP-089,comparison,instrumenten,batch-023
APP-MIN-002,curiosity,apparaat,batch-023
PUB-TOP-040,concentration,publiek,batch-023
GEM-TOP-150,curiosity,gemeente,batch-023
PUB-SRC-173,concentration,publiek,batch-023
PUB-TOP-145,concentration,publiek,batch-023
PROV-TOP-068,curiosity,provincie,batch-023
CROSS-MULTI-016,curiosity,integraal,batch-023
PROV-TOP-189,concentration,provincie,batch-023
INSTR-TOP-136,scale_shock,instrumenten,batch-023
GEM-TOP-131,scale_shock,gemeente,batch-023
PUB-TOP-105,concentration,publiek,batch-023
GEM-TOP-096,scale_shock,gemeente,batch-023
GEM-TOP-145,scale_shock,gemeente,batch-023
INSTR-TOP-033,scale_shock,instrumenten,batch-023
INKOOP-TOP-128,curiosity,inkoop,batch-023
PUB-TOP-110,concentration,publiek,batch-023
INSTR-TOP-092,scale_shock,instrumenten,batch-023
INKOOP-CAT-021,category_reveal,inkoop,batch-023
GEM-TOP-117,scale_shock,gemeente,batch-023
PUB-TOP-088,concentration,publiek,batch-023
PUB-SRC-041,concentration,publiek,batch-023
PROV-TOTAL-005;PROV-TOTAL-006,comparison,provincie,batch-023
GEM-TOP-011,curiosity,gemeente,batch-023
PROV-TOP-082,curiosity,provincie,batch-023
INSTR-TOP-102,curiosity,instrumenten,batch-023
APP-KMIN-116,category_reveal,apparaat,batch-023
INKOOP-TOP-031,category_reveal,inkoop,batch-023
PROV-TOP-110,concentration,provincie,batch-023
INKOOP-TOP-131,concentration,inkoop,batch-023
PROV-TOP-172,curiosity,provincie,batch-023
PUB-TOP-030,concentration,publiek,batch-023
INSTR-TOP-031,curiosity,instrumenten,batch-023
PROV-TOP-124,curiosity,provincie,batch-023
PUB-SRC-115,concentration,publiek,batch-023
GEM-DOM-052,concentration,gemeente,batch-023
CROSS-MULTI-017,curiosity,integraal,batch-023
GEM-TOP-108,curiosity,gemeente,batch-023
INSTR-TOP-055;INSTR-TOP-056,comparison,instrumenten,batch-023
INSTR-TOP-034;INSTR-TOP-035,comparison,instrumenten,batch-023
PROV-TOP-144,curiosity,provincie,batch-023
GEM-TOP-138,scale_shock,gemeente,batch-023
GEM-TOP-152,curiosity,gemeente,batch-023
PROV-TOP-052,scale_shock,provincie,batch-023
INKOOP-TOP-103,curiosity,inkoop,batch-023
PUB-SRC-010,concentration,publiek,batch-023
GEM-TOP-092,scale_shock,gemeente,batch-023
PUB-SRC-002,concentration,publiek,batch-023
PROV-TOP-093,concentration,provincie,batch-023
APP-KMIN-073,category_reveal,apparaat,batch-023
APP-TOP-035,scale_shock,apparaat,batch-023
INSTR-TOP-085,scale_shock,instrumenten,batch-023
GEM-TOP-163,curiosity,gemeente,batch-023
PROV-TOP-161,concentration,provincie,batch-023
INSTR-TOP-003,scale_shock,instrumenten,batch-023
PROV-TOP-135,curiosity,provincie,batch-023
PROV-TOP-173,curiosity,provincie,batch-023
GEM-DOM-037,concentration,gemeente,batch-023
APP-KMIN-118,category_reveal,apparaat,batch-023
INKOOP-TOP-037,curiosity,inkoop,batch-023
INKOOP-TOP-131,curiosity,inkoop,batch-023
INKOOP-TOP-013,curiosity,inkoop,batch-023
PROV-TOP-056,concentration,provincie,batch-023
APP-TOP-011,scale_shock,apparaat,batch-024
PROV-TOP-042,curiosity,provincie,batch-024
INKOOP-TOP-035,concentration,inkoop,batch-024
PROV-TOP-013,curiosity,provincie,batch-024
PUB-SRC-107,concentration,publiek,batch-024
INSTR-TOP-016,scale_shock,instrumenten,batch-024
GEM-TOP-020,curiosity,gemeente,batch-024
GEM-DOM-023,concentration,gemeente,batch-024
INSTR-TOP-087,curiosity,instrumenten,batch-024
PROV-TOP-036,concentration,provincie,batch-024
INKOOP-TOP-150,curiosity,inkoop,batch-024
INKOOP-TOP-121,curiosity,inkoop,batch-024
PUB-SRC-122,concentration,publiek,batch-024
PROV-TOP-162,curiosity,provincie,batch-024
APP-MIN-009,scale_shock,apparaat,batch-024
INSTR-TOP-052,scale_shock,instrumenten,batch-024
APP-MIN-001,curiosity,apparaat,batch-024
PUB-SRC-055,concentration,publiek,batch-024
PROV-TOP-130,curiosity,provincie,batch-024
GEM-TOP-079,curiosity,gemeente,batch-024
APP-KMIN-150,category_reveal,apparaat,batch-024
APP-KMIN-163,category_reveal,apparaat,batch-024
GEM-TOP-115,scale_shock,gemeente,batch-024
INSTR-TOP-026,curiosity,instrumenten,batch-024
GEM-DOM-031,concentration,gemeente,batch-024
GEM-DOM-002,concentration,gemeente,batch-024
APP-TOP-025,scale_shock,apparaat,batch-024
GEM-TOP-047,scale_shock,gemeente,batch-024
PROV-TOP-074,scale_shock,provincie,batch-024
GEM-TOP-183,curiosity,gemeente,batch-024
PROV-TOP-050,curiosity,provincie,batch-024
INSTR-TOP-139;INSTR-TOP-140,comparison,instrumenten,batch-024
PUB-TOP-064,concentration,publiek,batch-024
APP-KMIN-069,category_reveal,apparaat,batch-024
INKOOP-TOP-034,category_reveal,inkoop,batch-024
INSTR-TOP-057,curiosity,instrumenten,batch-024
PUB-SRC-105,concentration,publiek,batch-024
PROV-TOP-171,curiosity,provincie,batch-024
INKOOP-TOP-011,curiosity,inkoop,batch-024
PUB-SRC-036,concentration,publiek,batch-024
INKOOP-TOP-145,curiosity,inkoop,batch-024
PUB-SRC-114,concentration,publiek,batch-024
GEM-TOP-007;GEM-TOP-010,comparison,gemeente,batch-024
GEM-TOP-041,curiosity,gemeente,batch-024
INKOOP-TOP-010,category_reveal,inkoop,batch-024
PROV-TOP-006,curiosity,provincie,batch-024
PUB-TOP-033,concentration,publiek,batch-024
PROV-TOP-122,concentration,provincie,batch-024
INKOOP-TOP-035,curiosity,inkoop,batch-024
PUB-TOP-025,concentration,publiek,batch-024
GEM-TOP-126,scale_shock,gemeente,batch-024
PUB-SRC-126,concentration,publiek,batch-024
INKOOP-TOP-042,category_reveal,inkoop,batch-024
PROV-TOP-126,concentration,provincie,batch-024
INSTR-TOP-139,scale_shock,instrumenten,batch-024
PUB-TOP-106,concentration,publiek,batch-024
GEM-TOP-084,scale_shock,gemeente,batch-024
PROV-TOP-162,concentration,provincie,batch-024
PUB-TOP-065,concentration,publiek,batch-024
APP-MIN-016,curiosity,apparaat,batch-024
PUB-SRC-136,concentration,publiek,batch-024
APP-KMIN-141,category_reveal,apparaat,batch-024
GEM-TOP-055,curiosity,gemeente,batch-024
GEM-DOM-045,concentration,gemeente,batch-024
PUB-SRC-027,concentration,publiek,batch-024
PROV-TOP-150,curiosity,provincie,batch-024
INKOOP-TOP-003,concentration,inkoop,batch-024
GEM-TOP-147,scale_shock,gemeente,batch-024
PUB-SRC-123,concentration,publiek,batch-024
PUB-TOP-019,concentration,publiek,batch-024
APP-KMIN-042,category_reveal,apparaat,batch-024
APP-KMIN-103,category_reveal,apparaat,batch-024
GEM-DOM-042,concentration,gemeente,batch-024
APP-KMIN-081,category_reveal,apparaat,batch-024
GEM-TOP-019,curiosity,gemeente,batch-024
INKOOP-TOP-120,curiosity,inkoop,batch-024
INKOOP-TOP-114,curiosity,inkoop,batch-024
PROV-TOP-115,scale_shock,provincie,batch-024
PUB-TOP-122,concentration,publiek,batch-024
PROV-TOP-028,scale_shock,provincie,batch-024
PROV-TOP-019,concentration,provincie,batch-024
PUB-TOP-101,concentration,publiek,batch-024
GEM-TOP-042,scale_shock,gemeente,batch-024
GEM-TOP-139,scale_shock,gemeente,batch-024
INKOOP-TOP-092,concentration,inkoop,batch-024
INKOOP-TOP-076,curiosity,inkoop,batch-024
APP-KMIN-068,category_reveal,apparaat,batch-024
PROV-TOP-034,concentration,provincie,batch-024
CROSS-MULTI-028,curiosity,integraal,batch-024
PROV-TOP-024,scale_shock,provincie,batch-024
APP-KMIN-137,category_reveal,apparaat,batch-024
INSTR-TOP-026;INSTR-TOP-027,comparison,instrumenten,batch-024
PROV-TOP-159,curiosity,provincie,batch-024
GEM-TOP-043,curiosity,gemeente,batch-024
GEM-TOP-032,scale_shock,gemeente,batch-024
PUB-SRC-113,concentration,publiek,batch-024
INKOOP-CAT-045,category_reveal,inkoop,batch-024
APP-KMIN-057,category_reveal,apparaat,batch-024
PROV-TOP-098,scale_shock,provincie,batch-024
APP-KMIN-143,category_reveal,apparaat,batch-024
PROV-TOP-081,scale_shock,provincie,batch-025
PROV-TOP-120,scale_shock,provincie,batch-025
INKOOP-CAT-015,category_reveal,inkoop,batch-025
PUB-TOP-046,concentration,publiek,batch-025
GEM-DOM-012,concentration,gemeente,batch-025
PUB-SRC-171,concentration,publiek,batch-025
INKOOP-CAT-030,category_reveal,inkoop,batch-025
INSTR-TOP-028,curiosity,instrumenten,batch-025
GEM-DOM-029,concentration,gemeente,batch-025
INSTR-TOP-030,scale_shock,instrumenten,batch-025
PUB-SRC-172,concentration,publiek,batch-025
GEM-TOP-001,curiosity,gemeente,batch-025
PUB-TOP-068,concentration,publiek,batch-025
INSTR-TOP-012,curiosity,instrumenten,batch-025
PROV-TOP-197,curiosity,provincie,batch-025
INKOOP-TOP-121,concentration,inkoop,batch-025
INKOOP-TOP-010,curiosity,inkoop,batch-025
INSTR-TOP-116,scale_shock,instrumenten,batch-025
PROV-TOP-032,curiosity,provincie,batch-025
PUB-TOP-121,concentration,publiek,batch-025
PUB-TOP-061,concentration,publiek,batch-025
PROV-TOP-085,scale_shock,provincie,batch-025
INSTR-TOP-130,scale_shock,instrumenten,batch-025
INSTR-TOP-138,scale_shock,instrumenten,batch-025
INSTR-TOP-024,curiosity,instrumenten,batch-025
INKOOP-TOP-134,curiosity,inkoop,batch-025
PROV-TOP-058,scale_shock,provincie,batch-025
PROV-TOP-198,curiosity,provincie,batch-025
PROV-TOP-121,scale_shock,provincie,batch-025
INSTR-TOP-149;INSTR-TOP-150,comparison,instrumenten,batch-025
PUB-TOP-080,concentration,publiek,batch-025
PUB-SRC-029,concentration,publiek,batch-025
PUB-SRC-157,concentration,publiek,batch-025
INSTR-TOP-110,scale_shock,instrumenten,batch-025
APP-TOP-033,scale_shock,apparaat,batch-025
