fact_ids,format,module,batch
APP-MIN-017,curiosity,apparaat,batch-012
INSTR-TOP-057;INSTR-TOP-058,comparison,instrumenten,batch-012
PROV-TOP-038,scale_shock,provincie,batch-012
INSTR-TOP-092,curiosity,instrumenten,batch-012
PUB-SRC-053,concentration,publiek,batch-012
PROV-TOP-148,concentration,provincie,batch-012
INKOOP-TOP-053,concentration,inkoop,batch-012
GEM-TOP-160,curiosity,gemeente,batch-012
GEM-TOP-125,scale_shock,gemeente,batch-012
PROV-TOP-113,scale_shock,provincie,batch-012
PROV-TOP-061,scale_shock,provincie,batch-012
PROV-TOP-157,concentration,provincie,batch-012
INSTR-TOP-053,curiosity,instrumenten,batch-012
INKOOP-TOP-066,category_reveal,inkoop,batch-012
GEM-TOP-039,scale_shock,gemeente,batch-012
GEM-TOP-124,scale_shock,gemeente,batch-012
INKOOP-TOP-051,concentration,inkoop,batch-012
INSTR-TOP-073,scale_shock,instrumenten,batch-012
APP-KMIN-148,category_reveal,apparaat,batch-012
GEM-DOM-008,concentration,gemeente,batch-012
INSTR-TOP-086,scale_shock,instrumenten,batch-012
GEM-TOP-053,scale_shock,gemeente,batch-012
PROV-TOP-131,curiosity,provincie,batch-012
INSTR-TOP-030;INSTR-TOP-031,comparison,instrumenten,batch-012
GEM-TOP-187,curiosity,gemeente,batch-012
GEM-TOP-058,curiosity,gemeente,batch-012
INKOOP-TOP-025,concentration,inkoop,batch-012
APP-MIN-011,scale_shock,apparaat,batch-012
GEM-TOP-013;GEM-TOP-015,comparison,gemeente,batch-012
PUB-SRC-043,concentration,publiek,batch-012
INSTR-TOP-108,scale_shock,instrumenten,batch-012
PROV-TOP-059,concentration,provincie,batch-012
INSTR-TOP-019,scale_shock,instrumenten,batch-012
GEM-TOP-006,curiosity,gemeente,batch-012
INKOOP-TOP-117,concentration,inkoop,batch-012
INSTR-TOP-049,scale_shock,instrumenten,batch-012
GEM-TOP-038,comparison,gemeente,batch-012
GEM-TOP-148,curiosity,gemeente,batch-012
PROV-TOP-011,concentration,provincie,batch-012
INKOOP-TOP-039,concentration,inkoop,batch-012
PROV-TOP-118,curiosity,provincie,batch-012
INKOOP-TOP-086,concentration,inkoop,batch-012
GEM-TOTAL-004;GEM-TOTAL-005,comparison,gemeente,batch-012
GEM-TOP-061,curiosity,gemeente,batch-012
PUB-SRC-013,concentration,publiek,batch-012
INKOOP-TOP-097,curiosity,inkoop,batch-012
GEM-TOP-092,curiosity,gemeente,batch-012
GEM-TOP-119,comparison,gemeente,batch-012
APP-KMIN-082,category_reveal,apparaat,batch-012
APP-KMIN-185,category_reveal,apparaat,batch-013
PUB-TOP-031,concentration,publiek,batch-013
GEM-TOP-076,comparison,gemeente,batch-013
GEM-TOP-199,curiosity,gemeente,batch-013
GEM-TOP-119,curiosity,gemeente,batch-013
APP-KMIN-098,category_reveal,apparaat,batch-013
PROV-TOP-025,scale_shock,provincie,batch-013
PUB-SRC-150,concentration,publiek,batch-013
PROV-TOP-183,concentration,provincie,batch-013
GEM-TOP-044,curiosity,gemeente,batch-013
INSTR-TOP-023,scale_shock,instrumenten,batch-013
PROV-TOP-056,curiosity,provincie,batch-013
INKOOP-TOP-063,category_reveal,inkoop,batch-013
INSTR-TOP-045;INSTR-TOP-046,comparison,instrumenten,batch-013
PUB-TOP-113,concentration,publiek,batch-013
APP-MIN-015,scale_shock,apparaat,batch-013
GEM-TOP-148,scale_shock,gemeente,batch-013
PROV-TOP-028,concentration,provincie,batch-013
PUB-SRC-045,concentration,publiek,batch-013
PROV-TOTAL-003;PROV-TOTAL-004,comparison,provincie,batch-013
INKOOP-TOP-088,concentration,inkoop,batch-013
GEM-TOP-016,scale_shock,gemeente,batch-013
INKOOP-CAT-039,category_reveal,inkoop,batch-013
PROV-TOP-050,scale_shock,provincie,batch-013
PROV-TOP-070,scale_shock,provincie,batch-013
INKOOP-TOP-095,category_reveal,inkoop,batch-013
INKOOP-CAT-018,category_reveal,inkoop,batch-013
APP-KMIN-166,category_reveal,apparaat,batch-013
INSTR-TOP-001;INSTR-TOP-002,comparison,instrumenten,batch-013
GEM-TOP-153,scale_shock,gemeente,batch-013
PUB-TOP-047,concentration,publiek,batch-013
INKOOP-TOP-071,concentration,inkoop,batch-013
PROV-TOP-039,curiosity,provincie,batch-013
GEM-TOP-016,comparison,gemeente,batch-013
INSTR-TOP-122,scale_shock,instrumenten,batch-013
GEM-DOM-040,concentration,gemeente,batch-013
PROV-TOP-030,curiosity,provincie,batch-013
PROV-TOP-019,curiosity,provincie,batch-013
GEM-TOP-091,comparison,gemeente,batch-013
PROV-TOP-042,scale_shock,provincie,batch-013
PUB-TOP-074,concentration,publiek,batch-013
PROV-TOP-104,concentration,provincie,batch-013
GEM-TOP-056,scale_shock,gemeente,batch-013
PUB-TOP-053,concentration,publiek,batch-013
GEM-TOP-040,scale_shock,gemeente,batch-013
INSTR-TOP-023,curiosity,instrumenten,batch-013
GEM-TOP-036;GEM-TOP-094,comparison,gemeente,batch-013
INKOOP-TOP-126,curiosity,inkoop,batch-013
INKOOP-TOP-122,curiosity,inkoop,batch-013
INSTR-TOP-079,scale_shock,instrumenten,batch-013
PUB-SRC-139,concentration,publiek,batch-013
INSTR-TOP-094,curiosity,instrumenten,batch-013
GEM-DOM-024,concentration,gemeente,batch-013
INKOOP-TOP-083,concentration,inkoop,batch-013
PROV-TOP-122,curiosity,provincie,batch-013
GEM-DOM-048,concentration,gemeente,batch-013
APP-KMIN-007,category_reveal,apparaat,batch-013
INKOOP-TOP-009,curiosity,inkoop,batch-013
GEM-DOM-069,concentration,gemeente,batch-013
PROV-TOP-102,curiosity,provincie,batch-013
GEM-TOP-022,curiosity,gemeente,batch-013
INKOOP-TOP-112,curiosity,inkoop,batch-013
PROV-TOP-018,scale_shock,provincie,batch-013
INKOOP-TOP-147,concentration,inkoop,batch-013
GEM-TOP-150,scale_shock,gemeente,batch-013
INSTR-TOP-035,scale_shock,instrumenten,batch-013
PROV-TOP-153,concentration,provincie,batch-013
PUB-SRC-106,concentration,publiek,batch-013
GEM-TOP-059,scale_shock,gemeente,batch-013
PUB-TOP-067,concentration,publiek,batch-013
APP-KMIN-134,category_reveal,apparaat,batch-013
GEM-DOM-055,concentration,gemeente,batch-013
PROV-TOP-042,concentration,provincie,batch-013
PROV-TOP-077,curiosity,provincie,batch-013
INSTR-TOP-101,curiosity,instrumenten,batch-013
INKOOP-CAT-012,category_reveal,inkoop,batch-013
INKOOP-TOP-146,category_reveal,inkoop,batch-013
PROV-TOP-013,scale_shock,provincie,batch-013
INKOOP-TOP-095,concentration,inkoop,batch-013
INKOOP-TOP-085,concentration,inkoop,batch-013
PROV-TOP-164,curiosity,provincie,batch-013
GEM-DOM-027,concentration,gemeente,batch-013
INSTR-TOP-095,scale_shock,instrumenten,batch-013
INKOOP-TOP-149,concentration,inkoop,batch-013
APP-KMIN-039,category_reveal,apparaat,batch-013
INSTR-TOP-141,curiosity,instrumenten,batch-013
PROV-TOP-004,concentration,provincie,batch-013
GEM-TOP-112,curiosity,gemeente,batch-013
PROV-TOP-196,curiosity,provincie,batch-013
GEM-TOP-121,curiosity,gemeente,batch-013
GEM-TOP-082,curiosity,gemeente,batch-013
INKOOP-TOP-076,concentration,inkoop,batch-013
PUB-SRC-143,concentration,publiek,batch-013
INSTR-TOP-047,curiosity,instrumenten,batch-013
GEM-DOM-056,concentration,gemeente,batch-013
INKOOP-TOP-010,concentration,inkoop,batch-013
INKOOP-TOP-073,curiosity,inkoop,batch-013
PUB-SRC-134,concentration,publiek,batch-013
INKOOP-TOP-146,curiosity,inkoop,batch-013
PROV-TOP-005,scale_shock,provincie,batch-013
INKOOP-TOP-099,curiosity,inkoop,batch-014
GEM-TOP-124,curiosity,gemeente,batch-014
GEM-TOP-068,curiosity,gemeente,batch-014
INSTR-TOP-110,curiosity,instrumenten,batch-014
APP-KMIN-182,category_reveal,apparaat,batch-014
APP-KMIN-055,category_reveal,apparaat,batch-014
INSTR-TOP-100;INSTR-TOP-101,comparison,instrumenten,batch-014
PUB-SRC-066,concentration,publiek,batch-014
GEM-DOM-072,concentration,gemeente,batch-014
INSTR-TOP-135,curiosity,instrumenten,batch-014
APP-KMIN-198,category_reveal,apparaat,batch-014
INSTR-YOY-UP-035,scale_shock,instrumenten,batch-014
GEM-TOP-134,scale_shock,gemeente,batch-014
PUB-SRC-067,concentration,publiek,batch-014
PROV-TOP-061,concentration,provincie,batch-014
PROV-TOP-092,scale_shock,provincie,batch-014
INKOOP-TOP-090,concentration,inkoop,batch-014
GEM-TOP-151,scale_shock,gemeente,batch-014
PROV-TOP-173,concentration,provincie,batch-014
PUB-TOP-103,concentration,publiek,batch-014
INKOOP-TOP-024,category_reveal,inkoop,batch-014
PUB-TOP-137,concentration,publiek,batch-014
PUB-SRC-012,concentration,publiek,batch-014
PUB-TOP-009,concentration,publiek,batch-014
INSTR-TOP-125;INSTR-TOP-126,comparison,instrumenten,batch-014
PUB-SRC-069,concentration,publiek,batch-014
GEM-TOP-006,comparison,gemeente,batch-014
INKOOP-TOP-117,curiosity,inkoop,batch-014
PROV-TOP-017,scale_shock,provincie,batch-014
APP-KMIN-029,category_reveal,apparaat,batch-014
PROV-TOP-157,curiosity,provincie,batch-014
INSTR-TOP-061,curiosity,instrumenten,batch-014
INKOOP-TOP-003,curiosity,inkoop,batch-014
APP-KMIN-030,category_reveal,apparaat,batch-014
APP-KMIN-178,category_reveal,apparaat,batch-014
INKOOP-TOP-143,concentration,inkoop,batch-014
PUB-SRC-163,concentration,publiek,batch-014
INSTR-TOP-048,curiosity,instrumenten,batch-014
PUB-SRC-160,concentration,publiek,batch-014
PROV-TOP-086,curiosity,provincie,batch-014
PROV-TOP-026,scale_shock,provincie,batch-014
GEM-TOTAL-009;GEM-TOTAL-010,comparison,gemeente,batch-014
PROV-TOP-080,concentration,provincie,batch-014
PROV-TOP-124,concentration,provincie,batch-014
INSTR-TOP-089,curiosity,instrumenten,batch-014
GEM-TOP-165,curiosity,gemeente,batch-014
GEM-TOP-009,curiosity,gemeente,batch-014
PUB-TOP-063,concentration,publiek,batch-014
PROV-TOP-001;PROV-TOP-004,comparison,provincie,batch-014
GEM-TOP-123,scale_shock,gemeente,batch-014
PUB-SRC-155,concentration,publiek,batch-014
INSTR-TOP-098;INSTR-TOP-099,comparison,instrumenten,batch-014
PROV-TOP-118,scale_shock,provincie,batch-014
APP-KMIN-105,category_reveal,apparaat,batch-014
INKOOP-CAT-035,category_reveal,inkoop,batch-014
GEM-TOP-017,curiosity,gemeente,batch-014
PUB-SRC-046,concentration,publiek,batch-014
PROV-TOP-109,concentration,provincie,batch-014
INKOOP-TOP-044,concentration,inkoop,batch-014
PUB-SRC-090,concentration,publiek,batch-014
PROV-TOP-086,scale_shock,provincie,batch-014
GEM-TOP-048,curiosity,gemeente,batch-014
PUB-TOP-005,concentration,publiek,batch-014
PUB-TOP-115,concentration,publiek,batch-014
INSTR-TOP-132,curiosity,instrumenten,batch-014
PROV-TOP-181,concentration,provincie,batch-014
INKOOP-TOP-002,curiosity,inkoop,batch-014
PUB-SRC-081,concentration,publiek,batch-014
INKOOP-TOP-135,concentration,inkoop,batch-014
APP-MIN-018,curiosity,apparaat,batch-014
GEM-DOM-038,concentration,gemeente,batch-014
INSTR-TOP-045,curiosity,instrumenten,batch-014
PROV-TOP-136,curiosity,provincie,batch-014
PROV-TOP-072,curiosity,provincie,batch-014
PROV-TOP-065,curiosity,provincie,batch-014
INSTR-TOP-081,scale_shock,instrumenten,batch-014
INKOOP-TOP-148,curiosity,inkoop,batch-014
PROV-TOP-098,curiosity,provincie,batch-014
INKOOP-TOP-015,curiosity,inkoop,batch-014
APP-KMIN-046,category_reveal,apparaat,batch-014
PUB-SRC-040,concentration,publiek,batch-014
PUB-TOP-002,concentration,publiek,batch-014
GEM-DOM-051,concentration,gemeente,batch-014
PROV-TOP-031,scale_shock,provincie,batch-014
GEM-TOP-069,scale_shock,gemeente,batch-014
INKOOP-CAT-009,category_reveal,inkoop,batch-014
GEM-DOM-033,concentration,gemeente,batch-014
GEM-DOM-058,concentration,gemeente,batch-014
APP-KMIN-054,category_reveal,apparaat,batch-014
INKOOP-TOP-016,concentration,inkoop,batch-014
APP-KMIN-050,category_reveal,apparaat,batch-014
GEM-TOP-041,scale_shock,gemeente,batch-014
APP-KMIN-142,category_reveal,apparaat,batch-014
PROV-TOP-134,concentration,provincie,batch-014
INKOOP-TOP-039,category_reveal,inkoop,batch-014
PROV-TOP-032,concentration,provincie,batch-014
PROV-TOP-073,scale_shock,provincie,batch-014
INSTR-TOP-049,curiosity,instrumenten,batch-014
GEM-TOP-118,curiosity,gemeente,batch-014
INKOOP-TOP-060,curiosity,inkoop,batch-014
PUB-SRC-091,concentration,publiek,batch-015
INSTR-TOP-040,curiosity,instrumenten,batch-015
PROV-TOP-060,scale_shock,provincie,batch-015
PROV-TOP-176,curiosity,provincie,batch-015
GEM-TOP-188,curiosity,gemeente,batch-015
INSTR-TOP-109;INSTR-TOP-110,comparison,instrumenten,batch-015
INKOOP-CAT-013,category_reveal,inkoop,batch-015
INSTR-TOP-047,scale_shock,instrumenten,batch-015
INKOOP-TOP-021,curiosity,inkoop,batch-015
GEM-TOP-078,curiosity,gemeente,batch-015
INKOOP-CAT-017,category_reveal,inkoop,batch-015
APP-MIN-008,scale_shock,apparaat,batch-015
INKOOP-TOP-095,curiosity,inkoop,batch-015
INKOOP-TOP-130,category_reveal,inkoop,batch-015
INSTR-TOP-028;INSTR-TOP-029,comparison,instrumenten,batch-015
PROV-TOP-070,concentration,provincie,batch-015
INKOOP-TOP-035,category_reveal,inkoop,batch-015
PUB-TOP-049,concentration,publiek,batch-015
INSTR-TOP-087,scale_shock,instrumenten,batch-015
PROV-TOP-058,concentration,provincie,batch-015
GEM-TOP-019,scale_shock,gemeente,batch-015
PUB-TOP-062,concentration,publiek,batch-015
PUB-SRC-037,concentration,publiek,batch-015
INKOOP-TOP-072,curiosity,inkoop,batch-015
PUB-SRC-050,concentration,publiek,batch-015
INSTR-TOP-121;INSTR-TOP-122,comparison,instrumenten,batch-015
CROSS-MULTI-006,curiosity,integraal,batch-015
APP-KMIN-090,category_reveal,apparaat,batch-015
INKOOP-CAT-047,category_reveal,inkoop,batch-015
PUB-TOP-129,concentration,publiek,batch-015
GEM-TOP-109,scale_shock,gemeente,batch-015
INKOOP-TOP-070,curiosity,inkoop,batch-015
PROV-TOP-016;PROV-TOP-024,comparison,provincie,batch-015
GEM-TOP-135,curiosity,gemeente,batch-015
PROV-TOP-052,concentration,provincie,batch-015
GEM-DOM-005,concentration,gemeente,batch-015
PROV-TOP-041,scale_shock,provincie,batch-015
INKOOP-TOP-138,curiosity,inkoop,batch-015
GEM-TOP-001,scale_shock,gemeente,batch-015
GEM-TOP-146,scale_shock,gemeente,batch-015
INSTR-TOP-094;INSTR-TOP-095,comparison,instrumenten,batch-015
APP-KMIN-092,category_reveal,apparaat,batch-015
INKOOP-TOP-082,category_reveal,inkoop,batch-015
GEM-TOP-094,curiosity,gemeente,batch-015
PROV-TOP-085,curiosity,provincie,batch-015
GEM-TOP-090,scale_shock,gemeente,batch-015
GEM-TOP-059,curiosity,gemeente,batch-015
PROV-TOP-107,scale_shock,provincie,batch-015
INKOOP-TOP-143,curiosity,inkoop,batch-015
APP-KMIN-138,category_reveal,apparaat,batch-015
PROV-TOP-114,concentration,provincie,batch-015
APP-KMIN-152,category_reveal,apparaat,batch-015
APP-MIN-018,scale_shock,apparaat,batch-015
INKOOP-CAT-044,category_reveal,inkoop,batch-015
INSTR-YOY-DN-092,scale_shock,instrumenten,batch-015
APP-KMIN-158,category_reveal,apparaat,batch-015
APP-KMIN-159,category_reveal,apparaat,batch-015
APP-KMIN-135,category_reveal,apparaat,batch-015
APP-KMIN-034,category_reveal,apparaat,batch-015
PROV-TOP-007;PROV-TOP-012,comparison,provincie,batch-015
APP-MIN-014,scale_shock,apparaat,batch-015
INSTR-TOP-071,scale_shock,instrumenten,batch-015
GEM-TOP-005,comparison,gemeente,batch-015
PUB-TOP-132,concentration,publiek,batch-015
PROV-TOP-050,concentration,provincie,batch-015
INKOOP-CAT-048,category_reveal,inkoop,batch-015
APP-KMIN-078,category_reveal,apparaat,batch-015
APP-MIN-014,curiosity,apparaat,batch-015
INSTR-TOP-007,scale_shock,instrumenten,batch-015
PROV-TOP-022,scale_shock,provincie,batch-015
GEM-TOP-008,scale_shock,gemeente,batch-015
PUB-SRC-162,concentration,publiek,batch-015
PROV-TOP-057,scale_shock,provincie,batch-015
PROV-TOP-127,curiosity,provincie,batch-015
PROV-TOP-023,scale_shock,provincie,batch-015
GEM-TOP-021,scale_shock,gemeente,batch-015
PROV-TOP-188,concentration,provincie,batch-015
CROSS-MULTI-003,curiosity,integraal,batch-015
APP-TOP-008,scale_shock,apparaat,batch-015
PROV-TOP-115,concentration,provincie,batch-015
APP-TOP-001,scale_shock,apparaat,batch-015
GEM-TOP-058,scale_shock,gemeente,batch-015
PROV-TOP-082,concentration,provincie,batch-015
INSTR-TOP-131,scale_shock,instrumenten,batch-015
PROV-TOP-105,concentration,provincie,batch-015
PUB-SRC-197,concentration,publiek,batch-015
GEM-DOM-001,concentration,gemeente,batch-015
PUB-TOP-043,concentration,publiek,batch-015
PROV-TOP-039,concentration,provincie,batch-015
GEM-TOP-061,comparison,gemeente,batch-015
GEM-TOP-035,curiosity,gemeente,batch-015
PUB-TOP-090,concentration,publiek,batch-015
INSTR-TOP-115,curiosity,instrumenten,batch-015
PUB-SRC-099,concentration,publiek,batch-015
APP-MIN-002,scale_shock,apparaat,batch-015
PROV-TOP-100,concentration,provincie,batch-015
APP-KMIN-200,category_reveal,apparaat,batch-015
GEM-TOP-194,curiosity,gemeente,batch-015
PUB-TOP-013,concentration,publiek,batch-015
PUB-SRC-175,concentration,publiek,batch-015
GEM-TOP-097,scale_shock,gemeente,batch-016
INSTR-TOP-019;INSTR-TOP-020,comparison,instrumenten,batch-016
GEM-TOP-029,scale_shock,gemeente,batch-016
GEM-TOP-129,curiosity,gemeente,batch-016
PUB-SRC-185,concentration,publiek,batch-016
PROV-TOP-006,scale_shock,provincie,batch-016
PROV-TOP-012,scale_shock,provincie,batch-016
INSTR-TOP-117,scale_shock,instrumenten,batch-016
INKOOP-CAT-042,category_reveal,inkoop,batch-016
INKOOP-TOP-031,curiosity,inkoop,batch-016
PROV-TOP-015,concentration,provincie,batch-016
GEM-TOP-006,scale_shock,gemeente,batch-016
PUB-SRC-033,concentration,publiek,batch-016
INKOOP-TOP-128,concentration,inkoop,batch-016
INSTR-TOP-142,scale_shock,instrumenten,batch-016
GEM-TOP-088,scale_shock,gemeente,batch-016
PUB-TOP-149,concentration,publiek,batch-016
INSTR-TOP-039;INSTR-TOP-040,comparison,instrumenten,batch-016
INSTR-TOP-113,scale_shock,instrumenten,batch-016
PROV-TOP-079,scale_shock,provincie,batch-016
INKOOP-TOP-003,category_reveal,inkoop,batch-016
CROSS-MULTI-018,curiosity,integraal,batch-016
APP-MIN-019,curiosity,apparaat,batch-016
PUB-TOP-131,concentration,publiek,batch-016
APP-MIN-021;APP-MIN-022,comparison,apparaat,batch-016
PROV-TOP-008,concentration,provincie,batch-016
INKOOP-TOP-079,category_reveal,inkoop,batch-016
GEM-TOP-065,scale_shock,gemeente,batch-016
GEM-TOP-060,curiosity,gemeente,batch-016
PROV-TOP-140,concentration,provincie,batch-016
INSTR-TOP-017,curiosity,instrumenten,batch-016
APP-KMIN-015,category_reveal,apparaat,batch-016
GEM-TOP-011,comparison,gemeente,batch-016
APP-KMIN-167,category_reveal,apparaat,batch-016
INSTR-TOP-119,scale_shock,instrumenten,batch-016
INSTR-TOP-099,scale_shock,instrumenten,batch-016
INSTR-TOP-129;INSTR-TOP-130,comparison,instrumenten,batch-016
GEM-TOP-114,scale_shock,gemeente,batch-016
INSTR-TOP-074,curiosity,instrumenten,batch-016
APP-KMIN-037,category_reveal,apparaat,batch-016
INSTR-TOP-032,scale_shock,instrumenten,batch-016
GEM-TOP-136,comparison,gemeente,batch-016
PROV-TOP-069,scale_shock,provincie,batch-016
INKOOP-TOP-043,concentration,inkoop,batch-016
APP-MIN-005,scale_shock,apparaat,batch-016
PROV-TOP-058,curiosity,provincie,batch-016
PROV-TOP-195,curiosity,provincie,batch-016
PROV-TOP-139,curiosity,provincie,batch-016
APP-MIN-015;APP-MIN-016,comparison,apparaat,batch-016
INKOOP-TOP-050,curiosity,inkoop,batch-016
PUB-SRC-103,concentration,publiek,batch-016
PROV-TOP-041,concentration,provincie,batch-016
INSTR-TOP-082,curiosity,instrumenten,batch-016
INKOOP-TOP-043,curiosity,inkoop,batch-016
PUB-SRC-015,concentration,publiek,batch-016
PROV-TOP-059,curiosity,provincie,batch-016
APP-TOP-019,scale_shock,apparaat,batch-016
GEM-TOP-145,curiosity,gemeente,batch-016
INKOOP-TOP-115,curiosity,inkoop,batch-016
INKOOP-CAT-050,category_reveal,inkoop,batch-016
PUB-SRC-127,concentration,publiek,batch-016
APP-KMIN-108,category_reveal,apparaat,batch-016
GEM-TOP-099,scale_shock,gemeente,batch-016
PROV-TOP-096,curiosity,provincie,batch-016
PROV-TOP-096,scale_shock,provincie,batch-016
APP-KMIN-064,category_reveal,apparaat,batch-016
INKOOP-TOP-099,category_reveal,inkoop,batch-016
PROV-TOP-011,curiosity,provincie,batch-016
INSTR-TOP-032;INSTR-TOP-033,comparison,instrumenten,batch-016
APP-KMIN-172,category_reveal,apparaat,batch-016
INSTR-TOP-115;INSTR-TOP-116,comparison,instrumenten,batch-016
PUB-TOP-097,concentration,publiek,batch-016
APP-KMIN-026,category_reveal,apparaat,batch-016
INSTR-TOP-112,curiosity,instrumenten,batch-016
INSTR-TOP-133,curiosity,instrumenten,batch-016
PUB-SRC-159,concentration,publiek,batch-016
APP-KMIN-114,category_reveal,apparaat,batch-016
PUB-TOP-034,concentration,publiek,batch-016
INKOOP-TOP-008,concentration,inkoop,batch-016
INKOOP-TOP-055,curiosity,inkoop,batch-016
PROV-TOP-073,curiosity,provincie,batch-016
PROV-TOP-123,curiosity,provincie,batch-016
INKOOP-TOP-150,category_reveal,inkoop,batch-016
PROV-TOP-025,concentration,provincie,batch-016
GEM-TOP-104,curiosity,gemeente,batch-016
GEM-DOM-003,concentration,gemeente,batch-016
PROV-TOTAL-008;PROV-TOTAL-009,comparison,provincie,batch-016
APP-KMIN-003,category_reveal,apparaat,batch-016
INSTR-TOP-083,curiosity,instrumenten,batch-016
APP-TOP-029,scale_shock,apparaat,batch-016
GEM-TOP-019,comparison,gemeente,batch-016
GEM-TOP-045,scale_shock,gemeente,batch-016
INSTR-TOP-040,scale_shock,instrumenten,batch-016
PUB-TOP-085,concentration,publiek,batch-016
PUB-SRC-031,concentration,publiek,batch-016
APP-KMIN-044,category_reveal,apparaat,batch-016
PROV-TOP-156,concentration,provincie,batch-016
PUB-TOP-146,concentration,publiek,batch-016
INKOOP-TOP-114,category_reveal,inkoop,batch-016
PROV-TOTAL-002;PROV-TOTAL-003,comparison,provincie,batch-016
PROV-TOP-155,curiosity,provincie,batch-017
PUB-SRC-170,concentration,publiek,batch-017
PROV-TOP-099,curiosity,provincie,batch-017
INKOOP-TOP-140,concentration,inkoop,batch-017
GEM-TOP-158,curiosity,gemeente,batch-017
PROV-TOTAL-004;PROV-TOTAL-005,comparison,provincie,batch-017
GEM-TOP-030,scale_shock,gemeente,batch-017
PROV-TOP-093,scale_shock,provincie,batch-017
PUB-SRC-087,concentration,publiek,batch-017
INSTR-TOP-024,scale_shock,instrumenten,batch-017
INKOOP-TOP-088,curiosity,inkoop,batch-017
INSTR-TOP-137;INSTR-TOP-138,comparison,instrumenten,batch-017
APP-KMIN-023,category_reveal,apparaat,batch-017
PROV-TOP-054,concentration,provincie,batch-017
APP-MIN-001;APP-MIN-002,comparison,apparaat,batch-017
GEM-DOM-073,concentration,gemeente,batch-017
INSTR-TOP-063;INSTR-TOP-064,comparison,instrumenten,batch-017
INKOOP-TOP-030,concentration,inkoop,batch-017
APP-TOP-010,scale_shock,apparaat,batch-017
PUB-SRC-022,concentration,publiek,batch-017
INSTR-TOP-060,curiosity,instrumenten,batch-017
PROV-TOP-134,curiosity,provincie,batch-017
GEM-TOP-073,curiosity,gemeente,batch-017
INSTR-TOP-063,scale_shock,instrumenten,batch-017
INKOOP-TOP-020,curiosity,inkoop,batch-017
INSTR-TOP-106,curiosity,instrumenten,batch-017
INKOOP-CAT-005,category_reveal,inkoop,batch-017
PROV-TOP-083,concentration,provincie,batch-017
PROV-TOP-097,curiosity,provincie,batch-017
INKOOP-TOP-107,curiosity,inkoop,batch-017
APP-KMIN-123,category_reveal,apparaat,batch-017
GEM-TOP-071,curiosity,gemeente,batch-017
PUB-TOP-091,concentration,publiek,batch-017
INKOOP-TOP-052,curiosity,inkoop,batch-017
INKOOP-TOP-109,curiosity,inkoop,batch-017
INSTR-TOP-006;INSTR-TOP-007,comparison,instrumenten,batch-017
GEM-DOM-036,concentration,gemeente,batch-017
INSTR-TOP-105;INSTR-TOP-106,comparison,instrumenten,batch-017
PROV-TOP-047,concentration,provincie,batch-017
APP-KMIN-084,category_reveal,apparaat,batch-017
INSTR-TOP-091,curiosity,instrumenten,batch-017
INSTR-TOP-005,curiosity,instrumenten,batch-017
PUB-SRC-014,concentration,publiek,batch-017
APP-KMIN-173,category_reveal,apparaat,batch-017
PROV-TOP-095,curiosity,provincie,batch-017
PROV-TOP-095,concentration,provincie,batch-017
INSTR-TOP-113;INSTR-TOP-114,comparison,instrumenten,batch-017
PROV-TOP-166,concentration,provincie,batch-017
PROV-TOP-120,curiosity,provincie,batch-017
APP-KMIN-089,category_reveal,apparaat,batch-017
GEM-TOP-180,curiosity,gemeente,batch-017
APP-MIN-012,curiosity,apparaat,batch-017
PROV-TOP-015,scale_shock,provincie,batch-017
PROV-TOP-047,curiosity,provincie,batch-017
PUB-TOP-109,concentration,publiek,batch-017
PROV-TOP-135,concentration,provincie,batch-017
INKOOP-TOP-045,concentration,inkoop,batch-017
PUB-TOP-052,concentration,publiek,batch-017
GEM-TOP-071,scale_shock,gemeente,batch-017
INKOOP-TOP-147,curiosity,inkoop,batch-017
GEM-TOP-080,curiosity,gemeente,batch-017
INSTR-TOP-029,scale_shock,instrumenten,batch-017
INKOOP-TOP-001,concentration,inkoop,batch-017
PROV-TOP-160,concentration,provincie,batch-017
PUB-SRC-062,concentration,publiek,batch-017
INSTR-TOP-150,scale_shock,instrumenten,batch-017
INKOOP-TOP-062,concentration,inkoop,batch-017
PROV-TOP-190,concentration,provincie,batch-017
PROV-TOP-057,curiosity,provincie,batch-017
PUB-SRC-121,concentration,publiek,batch-017
INKOOP-TOP-015,concentration,inkoop,batch-017
INSTR-TOP-090,scale_shock,instrumenten,batch-017
APP-KMIN-189,category_reveal,apparaat,batch-017
PUB-SRC-192,concentration,publiek,batch-017
GEM-TOP-111,curiosity,gemeente,batch-017
GEM-TOP-102,scale_shock,gemeente,batch-017
PROV-TOP-185,curiosity,provincie,batch-017
PROV-TOP-063,concentration,provincie,batch-017
INKOOP-CAT-038,category_reveal,inkoop,batch-017
GEM-TOP-117,comparison,gemeente,batch-017
APP-KMIN-169,category_reveal,apparaat,batch-017
GEM-TOP-149,curiosity,gemeente,batch-017
PROV-TOP-076,curiosity,provincie,batch-017
PROV-TOTAL-007;PROV-TOTAL-008,comparison,provincie,batch-017
PROV-TOP-141,curiosity,provincie,batch-017
APP-KMIN-001,category_reveal,apparaat,batch-017
INSTR-TOP-070,curiosity,instrumenten,batch-017
GEM-TOP-010,scale_shock,gemeente,batch-017
PROV-TOP-108,scale_shock,provincie,batch-017
